                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.33603,                0.34926,                 0.8997,                0.94024,                0.83135,                0.95022,                0.91321,                0.34583,                0.56454,                0.86293,             0.00027508,             0.00027508,             0.00027508
                    155,                0.33421,                0.35838,                 0.8977,                0.91874,                0.86976,                 0.9347,                0.89755,                 0.3332,                0.50548,                0.84293,             0.00026958,             0.00026958,             0.00026958
                    156,                 0.3316,                0.35004,                0.89368,                0.88965,                0.87917,                0.91744,                0.87761,                0.32665,                0.55344,                0.83539,             0.00026408,             0.00026408,             0.00026408
                    157,                0.32391,                0.35395,                 0.8912,                0.90539,                0.85614,                 0.9565,                 0.9125,                0.32887,                0.49748,                0.83978,             0.00025859,             0.00025859,             0.00025859
                    158,                0.33149,                0.35704,                0.89793,                0.88389,                   0.86,                0.91721,                0.87732,                0.32534,                0.56433,                0.84451,             0.00025309,             0.00025309,             0.00025309
                    159,                0.33481,                0.34609,                0.89342,                0.93938,                0.82741,                0.92743,                0.88111,                0.34416,                0.52922,                0.84031,             0.00024759,             0.00024759,             0.00024759
                    160,                0.32824,                0.34392,                0.88892,                0.90446,                0.83883,                0.92324,                0.88341,                0.33509,                0.61467,                0.83897,             0.00024209,             0.00024209,             0.00024209
                    161,                0.33357,                0.36493,                0.89861,                0.93237,                0.88721,                0.95739,                0.91204,                0.33347,                0.46125,                 0.8368,             0.00023659,             0.00023659,             0.00023659
                    162,                0.33065,                 0.3493,                0.89673,                0.81045,                0.89553,                 0.9368,                0.88975,                0.33076,                0.61256,                0.83864,             0.00023109,             0.00023109,             0.00023109
                    163,                0.32183,                0.33602,                0.89234,                0.86135,                   0.88,                 0.9303,                0.88755,                0.34099,                0.52816,                0.84562,             0.00022559,             0.00022559,             0.00022559
                    164,                0.33649,                0.36269,                0.89448,                0.95254,                0.86132,                0.94842,                0.88931,                0.35795,                0.51179,                0.84828,             0.00022009,             0.00022009,             0.00022009
                    165,                  0.337,                0.34903,                0.89875,                0.92685,                 0.8651,                0.94884,                0.90207,                0.33508,                0.55362,                0.84479,             0.00021459,             0.00021459,             0.00021459
                    166,                0.33024,                0.33058,                 0.8977,                0.92558,                0.86659,                0.94975,                0.91811,                 0.3354,                0.52356,                0.84392,             0.00020909,             0.00020909,             0.00020909
                    167,                0.31969,                0.34453,                0.89373,                0.89538,                0.89804,                0.92312,                0.88039,                0.33211,                0.50596,                0.84326,             0.00020359,             0.00020359,             0.00020359
                    168,                0.31897,                0.32152,                0.88196,                0.92751,                0.86383,                0.93187,                0.89871,                 0.3435,                0.54094,                0.84262,             0.00019809,             0.00019809,             0.00019809
                    169,                0.31929,                0.32322,                0.89895,                0.92345,                0.88093,                0.93729,                0.89956,                0.33968,                0.52647,                0.84048,             0.00019259,             0.00019259,             0.00019259
                    170,                0.31665,                0.31904,                0.88943,                0.92447,                0.88732,                0.93391,                0.89713,                0.33809,                0.54131,                0.83843,             0.00018709,             0.00018709,             0.00018709
                    171,                0.32481,                0.34087,                0.89298,                0.92182,                   0.86,                0.94415,                0.90944,                0.33283,                0.56671,                0.83796,             0.00018159,             0.00018159,             0.00018159
                    172,                0.31477,                0.33666,                0.89071,                0.91561,                0.87876,                0.92691,                0.87517,                0.34526,                0.61949,                0.84045,             0.00017609,             0.00017609,             0.00017609
                    173,                0.31589,                0.34212,                0.88878,                0.91626,                0.87397,                0.90888,                0.87331,                0.34701,                0.56807,                 0.8453,             0.00017059,             0.00017059,             0.00017059
                    174,                0.31135,                0.31213,                0.88439,                0.92459,                0.86566,                0.90929,                0.86546,                0.35775,                0.51331,                0.84673,             0.00016509,             0.00016509,             0.00016509
                    175,                0.31135,                0.32334,                0.89149,                0.92039,                0.86288,                 0.9263,                0.88267,                0.34953,                0.50113,                0.83849,              0.0001596,              0.0001596,              0.0001596
                    176,                0.31388,                0.32652,                0.89459,                0.89387,                 0.8737,                0.93259,                0.90069,                0.32754,                0.56184,                0.83664,              0.0001541,              0.0001541,              0.0001541
                    177,                0.30278,                0.31635,                0.88248,                0.93149,                   0.88,                0.94787,                0.91184,                 0.3396,                0.50736,                0.83798,              0.0001486,              0.0001486,              0.0001486
                    178,                0.30701,                0.31216,                0.88889,                0.93214,                0.87474,                0.94618,                0.90054,                0.35212,                0.51882,                0.84027,              0.0001431,              0.0001431,              0.0001431
                    179,                0.30575,                0.30574,                0.88407,                0.93182,                0.84702,                 0.9519,                0.91178,                0.34214,                0.49481,                0.83896,              0.0001376,              0.0001376,              0.0001376
                    180,                0.30927,                0.31289,                0.88808,                0.93246,                0.85648,                0.94586,                0.90978,                  0.349,                0.46648,                0.84199,              0.0001321,              0.0001321,              0.0001321
                    181,                0.30656,                0.29833,                0.88833,                0.87852,                0.87301,                0.93905,                 0.8947,                0.35552,                0.51057,                0.84294,              0.0001266,              0.0001266,              0.0001266
                    182,                0.29982,                0.29342,                0.88264,                0.91872,                0.85238,                 0.9341,                0.88912,                0.35332,                0.50096,                0.84561,              0.0001211,              0.0001211,              0.0001211
                    183,                0.30225,                0.29389,                0.88435,                0.90169,                 0.8853,                0.95419,                0.91411,                0.33836,                0.52039,                0.83878,              0.0001156,              0.0001156,              0.0001156
                    184,                0.30426,                0.31269,                0.88701,                0.97042,                0.83329,                0.94575,                0.89969,                0.34356,                0.54406,                0.84139,              0.0001101,              0.0001101,              0.0001101
                    185,                  0.303,                0.30769,                0.89493,                0.94253,                0.83475,                 0.9369,                0.88831,                0.34251,                0.55752,                0.84107,              0.0001046,              0.0001046,              0.0001046
                    186,                0.29894,                0.28924,                 0.8825,                0.90627,                0.86594,                0.94346,                0.90031,                0.34146,                0.52245,                0.83973,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    187,                0.29169,                0.28258,                0.88318,                0.91485,                0.87602,                0.93012,                0.88754,                0.34296,                0.48655,                 0.8412,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    188,                0.29665,                0.29575,                0.88115,                0.94465,                0.86526,                0.93495,                0.88774,                0.34931,                0.45851,                0.84187,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    189,                0.30154,                0.29764,                0.88766,                0.92985,                   0.86,                0.92891,                0.88158,                 0.3549,                0.48736,                0.84291,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    190,                0.30276,                0.30597,                 0.8832,                0.91458,                0.85535,                0.92645,                0.87391,                0.35717,                0.51447,                0.84463,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    191,                0.23377,                0.20062,                0.84624,                0.88461,                0.88769,                0.92833,                0.87514,                0.36843,                0.52808,                0.84763,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    192,                0.21987,                0.18229,                0.85161,                 0.8987,                0.88467,                 0.9396,                0.89351,                0.34847,                0.50128,                0.83596,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    193,                0.21298,                0.17811,                 0.8442,                0.95292,                0.85386,                0.94394,                0.90584,                0.33555,                0.49399,                0.83618,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    194,                0.20759,                0.16637,                0.83165,                0.93896,                 0.8806,                 0.9396,                0.90518,                 0.3352,                0.51513,                0.83144,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    195,                0.20705,                0.16178,                0.84149,                0.95242,                0.87901,                0.94372,                0.90967,                0.33596,                0.53369,                0.83408,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    196,                0.20531,                 0.1576,                  0.838,                 0.9308,                0.87407,                0.94034,                0.90044,                0.33044,                 0.5354,                0.82969,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    197,                0.19923,                0.16362,                0.83705,                0.93106,                0.87029,                0.94424,                0.90326,                0.32342,                0.52848,                  0.829,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    198,                0.19962,                0.15712,                0.84066,                0.93397,                0.86936,                0.95011,                0.91553,                0.31858,                0.54134,                0.82719,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    199,                0.19735,                0.15656,                0.83565,                0.91762,                0.86622,                0.94855,                0.91924,                0.31769,                 0.5689,                 0.8282,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    200,                0.19065,                0.15778,                0.83659,                0.91031,                0.86625,                0.93292,                0.89999,                0.31893,                0.57891,                0.82875,             2.2109e-05,             2.2109e-05,             2.2109e-05
