                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.60348,                 1.4091,                0.99025,                0.24729,                0.88436,                0.33942,                0.30743,                0.43932,                 1.4347,                0.90352,              0.0010285,              0.0010285,              0.0010285
                     18,                0.59252,                 1.3711,                0.98805,                0.24004,                0.78739,                0.36574,                0.32061,                0.53909,                 1.5012,                0.97515,               0.001023,               0.001023,               0.001023
                     19,                0.57807,                 1.3802,                0.97584,                0.20124,                0.92652,                0.39139,                0.34928,                0.46546,                 1.3658,                0.90543,              0.0010175,              0.0010175,              0.0010175
                     20,                 0.5656,                 1.3693,                0.96917,                 0.2071,                0.74061,                0.37816,                0.34143,                 0.4257,                 1.4814,                0.88151,               0.001012,               0.001012,               0.001012
                     21,                0.58145,                 1.3412,                0.97924,                0.25428,                    0.9,                0.40715,                0.36372,                0.46275,                 1.3591,                0.89457,              0.0010065,              0.0010065,              0.0010065
                     22,                0.58987,                 1.3476,                0.98572,                0.24602,                0.90654,                0.43568,                0.39056,                0.47394,                 1.3388,                0.92542,               0.001001,               0.001001,               0.001001
                     23,                0.57566,                 1.3356,                0.97324,                0.22884,                   0.94,                0.34327,                0.30533,                0.50345,                 1.4645,                0.93324,             0.00099551,             0.00099551,             0.00099551
                     24,                0.58155,                 1.3494,                0.97281,                0.22633,                   0.86,                0.35134,                0.30887,                0.51879,                 1.4459,                0.93557,             0.00099001,             0.00099001,             0.00099001
                     25,                0.56953,                 1.3129,                0.96644,                0.34999,                 0.8595,                0.39257,                0.33793,                0.55515,                 1.6967,                 1.0356,             0.00098451,             0.00098451,             0.00098451
                     26,                 0.5692,                  1.293,                0.97549,                0.28583,                0.86047,                0.44739,                 0.3971,                0.55092,                 1.3909,                0.96619,             0.00097901,             0.00097901,             0.00097901
                     27,                0.56514,                 1.2935,                0.97049,                0.26852,                   0.92,                0.44084,                0.41347,                0.40259,                 1.3675,                0.89807,             0.00097351,             0.00097351,             0.00097351
                     28,                0.56144,                 1.2656,                0.97085,                0.30279,                    0.8,                0.45937,                0.41295,                0.39855,                 1.3429,                0.89943,             0.00096801,             0.00096801,             0.00096801
                     29,                0.55373,                  1.246,                0.96743,                0.31394,                   0.78,                0.50573,                0.45514,                0.49754,                 1.3384,                0.95741,             0.00096251,             0.00096251,             0.00096251
                     30,                0.54026,                 1.2494,                0.96871,                0.30525,                   0.88,                0.41175,                0.36303,                0.51366,                 1.4553,                0.91741,             0.00095702,             0.00095702,             0.00095702
                     31,                0.54008,                 1.2446,                0.95436,                0.26625,                   0.94,                0.50748,                0.44351,                0.56249,                 1.5732,                0.96543,             0.00095152,             0.00095152,             0.00095152
                     32,                0.52982,                 1.2276,                0.96061,                0.26056,                0.82044,                0.46045,                0.42017,                0.47737,                 1.3999,                 0.9026,             0.00094602,             0.00094602,             0.00094602
                     33,                 0.5397,                 1.2273,                0.96256,                0.28367,                0.76241,                0.50246,                0.46527,                0.40842,                 1.9032,                0.87811,             0.00094052,             0.00094052,             0.00094052
                     34,                0.53214,                 1.2073,                0.95548,                0.33051,                   0.82,                0.51226,                0.47277,                0.46637,                 1.5468,                0.90509,             0.00093502,             0.00093502,             0.00093502
                     35,                0.53619,                 1.2101,                0.96417,                0.27926,                0.83088,                0.52237,                0.47079,                0.42225,                 1.3008,                0.89442,             0.00092952,             0.00092952,             0.00092952
                     36,                 0.5294,                 1.1884,                0.96022,                0.35345,                0.81839,                0.56212,                0.53045,                0.38733,                 1.2087,                0.87691,             0.00092402,             0.00092402,             0.00092402
                     37,                0.52257,                 1.1665,                0.96008,                0.39321,                0.79406,                0.50122,                 0.4334,                0.59879,                 1.5338,                0.93573,             0.00091852,             0.00091852,             0.00091852
                     38,                0.53815,                 1.1749,                0.95959,                0.37623,                0.83065,                0.53702,                0.48457,                0.48684,                 1.3699,                0.93682,             0.00091302,             0.00091302,             0.00091302
                     39,                0.52089,                 1.1388,                0.95498,                0.43759,                0.63001,                0.54106,                0.49716,                0.41743,                 1.3894,                0.92103,             0.00090752,             0.00090752,             0.00090752
                     40,                0.51109,                 1.0992,                0.95304,                0.34666,                0.70331,                0.52441,                0.46453,                0.52293,                 1.5413,                0.98462,             0.00090202,             0.00090202,             0.00090202
                     41,                0.52147,                 1.1097,                0.95811,                0.36797,                0.83145,                0.47383,                0.42242,                0.43869,                 1.6862,                0.89847,             0.00089652,             0.00089652,             0.00089652
                     42,                0.51211,                 1.1225,                0.95938,                0.37483,                0.80868,                0.53966,                0.49758,                0.43728,                 1.5465,                0.89722,             0.00089102,             0.00089102,             0.00089102
                     43,                0.50433,                 1.1357,                0.95279,                0.38773,                 0.8705,                0.59489,                0.53975,                0.47436,                 1.1517,                0.89947,             0.00088552,             0.00088552,             0.00088552
                     44,                0.50591,                 1.0849,                0.94627,                0.35764,                0.82621,                0.57198,                 0.5254,                0.44267,                 1.3033,                0.92228,             0.00088002,             0.00088002,             0.00088002
                     45,                0.52056,                  1.102,                0.95401,                0.38137,                   0.94,                0.59341,                0.54072,                0.48408,                 1.1968,                0.89814,             0.00087452,             0.00087452,             0.00087452
                     46,                0.49256,                 1.0582,                 0.9451,                0.46045,                0.66298,                0.62398,                0.57236,                0.44433,                 1.0917,                0.89012,             0.00086902,             0.00086902,             0.00086902
                     47,                0.50666,                 1.0596,                0.94385,                0.40891,                    0.9,                0.59379,                0.54261,                0.45967,                 1.2421,                0.93936,             0.00086352,             0.00086352,             0.00086352
                     48,                0.50683,                 1.0692,                0.95303,                0.39404,                0.87238,                 0.4861,                0.44549,                  0.418,                 1.5665,                0.88615,             0.00085803,             0.00085803,             0.00085803
                     49,                0.51694,                 1.0484,                0.95101,                0.43001,                   0.74,                0.60752,                0.56068,                0.41499,                 1.2397,                0.89435,             0.00085253,             0.00085253,             0.00085253
                     50,                 0.5048,                 1.0369,                0.94441,                0.60264,                0.65459,                0.61601,                 0.5776,                 0.4001,                 1.0815,                0.89866,             0.00084703,             0.00084703,             0.00084703
                     51,                0.50385,                 1.0099,                0.94838,                0.37951,                0.79731,                0.44597,                0.40124,                0.49734,                 2.0797,                0.93923,             0.00084153,             0.00084153,             0.00084153
                     52,                0.48552,                 1.0067,                0.93936,                0.57162,                   0.56,                0.63353,                0.58404,                0.44174,                 1.4537,                0.88941,             0.00083603,             0.00083603,             0.00083603
                     53,                0.49056,                0.99246,                0.93842,                0.56366,                0.57518,                0.63707,                0.56492,                    0.5,                 1.0871,                0.97192,             0.00083053,             0.00083053,             0.00083053
                     54,                0.48497,                 0.9556,                0.94027,                0.65449,                   0.66,                  0.755,                0.71403,                0.35736,                0.93098,                0.84898,             0.00082503,             0.00082503,             0.00082503
                     55,                0.47816,                0.97557,                0.94031,                0.52343,                0.81437,                0.68107,                0.60809,                0.41179,                 1.2426,                0.91791,             0.00081953,             0.00081953,             0.00081953
                     56,                0.48985,                0.95738,                0.94517,                0.49516,                0.75778,                0.62153,                0.57691,                0.41421,                 1.2444,                0.88494,             0.00081403,             0.00081403,             0.00081403
                     57,                0.47768,                0.93703,                0.94049,                0.60086,                 0.7133,                0.67737,                0.63525,                0.37336,                0.97464,                0.87457,             0.00080853,             0.00080853,             0.00080853
                     58,                0.48566,                0.91356,                0.93976,                0.51842,                 0.8037,                0.67757,                0.61868,                0.47495,                 1.1698,                0.90008,             0.00080303,             0.00080303,             0.00080303
                     59,                 0.5015,                 0.9591,                0.95144,                0.39605,                0.77502,                0.46084,                0.40795,                0.46503,                 1.9508,                0.92633,             0.00079753,             0.00079753,             0.00079753
                     60,                0.49567,                0.93546,                0.95278,                0.46224,                0.76828,                0.63451,                0.58581,                0.45033,                 1.6397,                 0.8869,             0.00079203,             0.00079203,             0.00079203
                     61,                0.48667,                0.93581,                0.94571,                0.69852,                0.70738,                0.72914,                0.67244,                 0.3939,                 1.2579,                0.86744,             0.00078653,             0.00078653,             0.00078653
                     62,                0.48742,                0.90409,                0.94889,                0.54996,                0.77328,                0.68938,                0.60607,                0.48724,                 1.0544,                0.94865,             0.00078103,             0.00078103,             0.00078103
                     63,                0.47273,                0.88334,                0.94059,                0.40683,                0.81563,                0.59851,                0.56067,                0.39685,                 1.5194,                0.88088,             0.00077553,             0.00077553,             0.00077553
                     64,                0.47359,                0.88104,                0.93914,                0.53718,                0.86416,                0.71685,                0.66496,                0.41106,                 1.1328,                0.87995,             0.00077003,             0.00077003,             0.00077003
                     65,                 0.4726,                 0.8681,                0.94165,                0.56029,                0.79966,                0.69731,                0.65135,                0.38644,                 1.1378,                0.88433,             0.00076453,             0.00076453,             0.00076453
                     66,                0.47647,                0.84032,                0.93936,                0.59678,                0.78267,                0.77045,                0.71862,                0.40165,                 1.0299,                0.87032,             0.00075904,             0.00075904,             0.00075904
                     67,                0.46249,                 0.8543,                0.93304,                0.52054,                0.80524,                0.69574,                0.63313,                0.49432,                 1.2526,                0.92966,             0.00075354,             0.00075354,             0.00075354
                     68,                0.46879,                0.82181,                0.93382,                0.75864,                0.56716,                0.69773,                0.63599,                0.42666,                 1.1428,                0.90574,             0.00074804,             0.00074804,             0.00074804
                     69,                0.46897,                0.81001,                0.93063,                0.84282,                0.75414,                0.82944,                0.77279,                0.37484,                0.80931,                0.86861,             0.00074254,             0.00074254,             0.00074254
                     70,                 0.4653,                0.80957,                0.93645,                 0.7822,                0.74477,                0.79865,                0.74992,                0.39266,                0.92469,                0.87299,             0.00073704,             0.00073704,             0.00073704
                     71,                0.49053,                0.82774,                0.94986,                0.60536,                 0.3952,                0.49043,                0.44948,                  0.416,                  1.881,                0.91536,             0.00073154,             0.00073154,             0.00073154
                     72,                0.45956,                0.77984,                0.93337,                0.62938,                0.60803,                0.60521,                 0.5382,                0.45653,                  1.578,                0.89555,             0.00072604,             0.00072604,             0.00072604
                     73,                0.45973,                0.75685,                0.92914,                0.81769,                0.48266,                0.70024,                0.62153,                0.52231,                 1.6569,                  0.991,             0.00072054,             0.00072054,             0.00072054
                     74,                0.46139,                0.74853,                0.93637,                0.76994,                0.76302,                 0.8327,                0.78047,                 0.4142,                0.77145,                0.87484,             0.00071504,             0.00071504,             0.00071504
                     75,                  0.467,                0.75413,                0.93573,                0.80508,                0.74661,                0.81725,                0.75976,                0.39651,                0.79768,                0.87469,             0.00070954,             0.00070954,             0.00070954
                     76,                0.45351,                0.74155,                0.92696,                0.66806,                0.71447,                0.81759,                0.77688,                0.36419,                0.88837,                0.85561,             0.00070404,             0.00070404,             0.00070404
                     77,                0.45988,                0.75651,                0.93045,                0.54714,                0.75251,                0.75987,                0.71098,                0.38442,                 1.1826,                0.87843,             0.00069854,             0.00069854,             0.00069854
                     78,                0.45934,                0.74792,                0.93132,                0.67277,                0.86756,                0.82961,                0.77687,                0.37751,                 0.8019,                0.85989,             0.00069304,             0.00069304,             0.00069304
                     79,                0.45742,                 0.7313,                0.93269,                0.77017,                0.74936,                0.85256,                0.79392,                0.39417,                0.74959,                0.86989,             0.00068754,             0.00068754,             0.00068754
                     80,                0.45194,                 0.7264,                0.93861,                0.54408,                0.73553,                0.69441,                 0.6549,                0.38253,                 1.5121,                0.87982,             0.00068204,             0.00068204,             0.00068204
                     81,                0.45224,                0.69453,                0.93289,                0.78114,                0.73045,                0.82968,                0.78704,                0.36528,                0.81941,                0.87622,             0.00067654,             0.00067654,             0.00067654
                     82,                 0.4367,                0.68758,                0.92962,                0.73632,                 0.7871,                  0.815,                0.75758,                 0.3719,                0.77445,                0.88581,             0.00067104,             0.00067104,             0.00067104
                     83,                0.44544,                0.66991,                 0.9338,                0.76358,                 0.7552,                0.85384,                0.79346,                0.37597,                0.81746,                0.88068,             0.00066554,             0.00066554,             0.00066554
                     84,                0.42478,                0.70996,                0.92372,                0.82576,                0.80215,                0.83259,                0.78053,                0.37209,                0.79419,                0.87428,             0.00066005,             0.00066005,             0.00066005
                     85,                0.43698,                0.65062,                0.92453,                0.70757,                0.79184,                0.83296,                0.78816,                0.36848,                  1.136,                0.85839,             0.00065455,             0.00065455,             0.00065455
                     86,                0.42864,                0.66955,                0.92393,                 0.6548,                0.84909,                0.84239,                0.78849,                0.39719,                0.90032,                0.87133,             0.00064905,             0.00064905,             0.00064905
                     87,                0.43465,                0.65957,                0.92414,                0.75733,                0.70215,                0.84182,                 0.7844,                0.39443,                0.87817,                0.87318,             0.00064355,             0.00064355,             0.00064355
                     88,                0.43603,                0.65253,                0.92693,                0.87291,                0.72817,                0.88258,                0.83847,                0.36122,                0.77151,                0.86784,             0.00063805,             0.00063805,             0.00063805
                     89,                0.43144,                0.65322,                0.92216,                0.89392,                0.77294,                0.87384,                0.82819,                0.38807,                0.66337,                0.87001,             0.00063255,             0.00063255,             0.00063255
                     90,                0.43425,                0.61797,                0.93007,                0.64758,                0.84118,                0.84071,                0.79452,                0.35798,                0.69119,                0.85992,             0.00062705,             0.00062705,             0.00062705
                     91,                0.42753,                0.61758,                0.92573,                0.58934,                0.82267,                0.80521,                0.76287,                0.38503,                0.97884,                0.86074,             0.00062155,             0.00062155,             0.00062155
                     92,                 0.4431,                0.65658,                0.92675,                0.76098,                0.61059,                0.75802,                0.70334,                0.39144,                 1.0378,                0.86807,             0.00061605,             0.00061605,             0.00061605
                     93,                0.42893,                0.62303,                0.92578,                 0.6304,                0.84227,                0.81777,                0.76885,                0.38658,                0.91541,                0.88078,             0.00061055,             0.00061055,             0.00061055
                     94,                0.42596,                0.61747,                0.92482,                0.79513,                   0.84,                0.88944,                0.83922,                0.37734,                 0.7408,                 0.8663,             0.00060505,             0.00060505,             0.00060505
                     95,                0.43076,                0.60804,                0.91985,                0.79144,                0.70933,                0.83875,                0.78095,                  0.408,                0.78177,                 0.8745,             0.00059955,             0.00059955,             0.00059955
                     96,                0.42424,                0.61052,                0.92357,                0.86945,                0.79159,                0.87512,                0.83095,                0.35469,                0.67199,                0.85566,             0.00059405,             0.00059405,             0.00059405
                     97,                 0.4108,                0.59968,                0.91705,                0.59321,                0.79352,                0.79297,                0.72839,                0.47106,                 1.2383,                0.89638,             0.00058855,             0.00058855,             0.00058855
                     98,                0.41973,                0.59599,                0.91954,                0.85953,                0.75044,                0.87123,                 0.8305,                0.37352,                0.67872,                0.86379,             0.00058305,             0.00058305,             0.00058305
                     99,                0.42582,                0.58479,                0.92108,                0.81344,                0.73136,                0.88423,                0.82438,                0.36593,                0.81601,                 0.8686,             0.00057755,             0.00057755,             0.00057755
                    100,                0.41713,                0.58376,                0.91741,                0.87613,                0.85213,                0.90411,                0.85421,                0.34723,                0.63285,                0.84449,             0.00057205,             0.00057205,             0.00057205
                    101,                0.41893,                 0.5773,                0.92433,                0.73837,                0.86709,                 0.8733,                0.82673,                0.34635,                0.78798,                0.84382,             0.00056655,             0.00056655,             0.00056655
                    102,                0.42402,                0.57091,                0.92045,                0.92501,                0.82954,                0.92397,                0.88017,                0.36551,                0.59287,                0.84949,             0.00056105,             0.00056105,             0.00056105
                    103,                 0.4203,                0.57422,                0.91996,                0.94321,                0.69254,                0.88746,                0.83704,                0.37295,                0.67658,                0.85685,             0.00055556,             0.00055556,             0.00055556
                    104,                0.42189,                0.57113,                0.92305,                0.85337,                 0.8081,                0.88609,                0.85073,                0.34179,                0.56812,                0.85446,             0.00055006,             0.00055006,             0.00055006
                    105,                0.41924,                0.57683,                0.92132,                0.88654,                0.80308,                0.89559,                 0.8448,                0.35639,                0.60284,                0.85935,             0.00054456,             0.00054456,             0.00054456
                    106,                0.41944,                0.55101,                0.91625,                0.77879,                0.87684,                0.88577,                0.84397,                0.34701,                0.71675,                0.85711,             0.00053906,             0.00053906,             0.00053906
                    107,                0.41608,                0.57895,                0.91857,                 0.8716,                0.75647,                0.87618,                0.83316,                0.36196,                0.71229,                0.85593,             0.00053356,             0.00053356,             0.00053356
                    108,                0.41443,                0.54538,                 0.9181,                0.89287,                0.87382,                0.91291,                0.86154,                0.35418,                0.61576,                0.85634,             0.00052806,             0.00052806,             0.00052806
                    109,                0.40699,                 0.5455,                0.91186,                 0.8792,                0.83403,                0.87125,                0.82732,                0.33963,                0.65227,                 0.8543,             0.00052256,             0.00052256,             0.00052256
                    110,                0.40646,                0.53255,                0.92034,                0.93595,                0.81034,                0.91042,                0.86742,                 0.3488,                0.57104,                0.85464,             0.00051706,             0.00051706,             0.00051706
                    111,                0.41243,                0.55078,                0.91793,                0.92422,                0.84081,                0.92879,                0.87234,                0.40324,                0.53861,                0.86594,             0.00051156,             0.00051156,             0.00051156
                    112,                0.41021,                0.52545,                0.91425,                 0.9274,                 0.8613,                0.92207,                0.87681,                0.35732,                0.53995,                0.85216,             0.00050606,             0.00050606,             0.00050606
                    113,                0.39643,                0.50211,                0.91284,                0.82378,                0.85513,                0.92624,                0.87702,                0.35124,                0.63483,                0.84945,             0.00050056,             0.00050056,             0.00050056
                    114,                0.39716,                0.52527,                0.91225,                0.84349,                0.79918,                0.87538,                0.80554,                0.39286,                0.72795,                0.86935,             0.00049506,             0.00049506,             0.00049506
                    115,                0.41344,                 0.5371,                0.91736,                0.72675,                0.91962,                 0.8629,                0.82606,                0.31519,                0.61912,                0.84501,             0.00048956,             0.00048956,             0.00048956
                    116,                 0.4126,                0.52873,                0.92328,                0.88325,                0.81917,                0.91022,                0.87231,                0.33938,                0.70206,                0.84973,             0.00048406,             0.00048406,             0.00048406
                    117,                0.39458,                 0.5004,                0.91264,                0.92623,                0.82558,                0.91867,                0.86548,                0.34086,                0.53043,                0.84783,             0.00047856,             0.00047856,             0.00047856
                    118,                0.40082,                0.52549,                 0.9122,                0.75063,                0.83258,                0.85456,                0.81219,                0.33784,                0.89632,                0.84862,             0.00047306,             0.00047306,             0.00047306
                    119,                0.39691,                0.52285,                0.90983,                0.87183,                0.82581,                0.91223,                0.85965,                0.35788,                0.62463,                0.85086,             0.00046756,             0.00046756,             0.00046756
                    120,                0.39497,                0.49585,                0.91547,                0.89017,                0.81281,                0.90089,                0.85326,                0.35636,                0.55472,                0.84246,             0.00046206,             0.00046206,             0.00046206
                    121,                0.40043,                0.49705,                0.91253,                0.86523,                0.73582,                0.86477,                0.80743,                0.37457,                 1.0166,                0.86385,             0.00045657,             0.00045657,             0.00045657
                    122,                0.39839,                0.48622,                0.91256,                0.81376,                0.80268,                0.92303,                0.87232,                0.35757,                 0.8452,                0.84428,             0.00045107,             0.00045107,             0.00045107
                    123,                0.40224,                 0.4825,                0.90994,                0.88868,                0.89368,                0.91659,                0.88759,                0.33695,                 0.5016,                0.83951,             0.00044557,             0.00044557,             0.00044557
                    124,                0.39288,                0.48073,                0.91091,                0.88411,                0.83699,                 0.9086,                0.86313,                0.33923,                0.53939,                0.84623,             0.00044007,             0.00044007,             0.00044007
                    125,                0.38471,                0.48378,                0.90647,                 0.9007,                0.84203,                0.91858,                0.87428,                0.32297,                 0.5593,                0.84228,             0.00043457,             0.00043457,             0.00043457
                    126,                 0.3847,                0.46845,                0.92018,                0.93248,                0.88506,                0.92794,                0.89061,                0.33091,                 0.4983,                0.85104,             0.00042907,             0.00042907,             0.00042907
                    127,                0.37972,                0.45979,                0.91245,                  0.902,                0.87928,                0.91144,                0.87149,                0.33796,                 0.5928,                 0.8488,             0.00042357,             0.00042357,             0.00042357
                    128,                0.39097,                0.47755,                 0.9126,                0.79606,                0.77063,                0.84894,                 0.8073,                0.35041,                0.76466,                0.85065,             0.00041807,             0.00041807,             0.00041807
                    129,                0.37965,                0.46908,                0.90746,                0.86912,                0.87379,                0.91229,                0.86822,                 0.3351,                0.51639,                 0.8425,             0.00041257,             0.00041257,             0.00041257
                    130,                 0.3794,                0.47028,                0.90154,                0.84887,                0.79669,                0.89431,                   0.85,                0.33629,                0.86982,                0.84159,             0.00040707,             0.00040707,             0.00040707
                    131,                0.37815,                 0.4576,                0.90443,                0.85145,                0.85908,                0.90272,                0.86317,                0.33668,                0.59259,                0.83617,             0.00040157,             0.00040157,             0.00040157
                    132,                0.37958,                0.44737,                0.90686,                0.89677,                   0.88,                0.94179,                0.89274,                0.34265,                0.45651,                0.84337,             0.00039607,             0.00039607,             0.00039607
                    133,                0.38749,                 0.4687,                0.91247,                0.83127,                0.84347,                0.89765,                0.86667,                0.33183,                0.57428,                0.84174,             0.00039057,             0.00039057,             0.00039057
                    134,                0.38081,                 0.4547,                0.90896,                0.86886,                0.78835,                0.86852,                0.82936,                0.33166,                0.66224,                0.83961,             0.00038507,             0.00038507,             0.00038507
                    135,                0.38055,                0.47322,                0.91205,                0.89634,                0.87456,                 0.9138,                0.86494,                0.35747,                0.59276,                0.86244,             0.00037957,             0.00037957,             0.00037957
                    136,                 0.3807,                 0.4478,                0.90823,                0.82889,                 0.8279,                0.89786,                0.84083,                0.34756,                0.59581,                0.85124,             0.00037407,             0.00037407,             0.00037407
                    137,                0.38122,                0.45436,                0.90467,                 0.8611,                0.76641,                0.88319,                0.82539,                0.37603,                0.71632,                0.86063,             0.00036857,             0.00036857,             0.00036857
                    138,                0.38002,                0.44376,                 0.9043,                0.87678,                0.87136,                0.91893,                0.86263,                0.37027,                0.57955,                 0.8548,             0.00036307,             0.00036307,             0.00036307
                    139,                0.36365,                0.43428,                0.90054,                0.89122,                0.84793,                0.92141,                 0.8789,                0.33164,                0.59858,                0.85178,             0.00035758,             0.00035758,             0.00035758
                    140,                0.37456,                0.44684,                0.91005,                 0.7216,                0.89477,                0.88084,                0.84169,                0.34586,                0.60992,                0.85053,             0.00035208,             0.00035208,             0.00035208
                    141,                0.37192,                0.43679,                0.90937,                 0.9252,                0.81606,                 0.9198,                 0.8728,                0.36938,                0.57312,                0.85007,             0.00034658,             0.00034658,             0.00034658
                    142,                0.37451,                  0.438,                0.90559,                0.85636,                   0.86,                0.90014,                0.86006,                0.33517,                0.69278,                0.83917,             0.00034108,             0.00034108,             0.00034108
                    143,                0.37305,                0.43388,                0.90792,                0.91224,                0.81349,                0.91028,                0.85548,                0.34248,                0.50895,                0.83807,             0.00033558,             0.00033558,             0.00033558
                    144,                0.37285,                0.43319,                0.90627,                0.85372,                0.75231,                0.90001,                0.84759,                0.35695,                0.66044,                0.84142,             0.00033008,             0.00033008,             0.00033008
                    145,                0.37426,                0.41355,                0.91097,                0.94788,                0.84009,                0.92134,                0.87874,                0.33348,                0.47929,                0.83861,             0.00032458,             0.00032458,             0.00032458
                    146,                0.35682,                0.40477,                0.90088,                0.89997,                    0.8,                0.90897,                0.86212,                0.31608,                0.55702,                0.83054,             0.00031908,             0.00031908,             0.00031908
                    147,                0.36416,                0.42789,                0.90445,                0.93183,                0.82229,                0.93121,                0.88704,                0.33263,                0.51333,                0.83822,             0.00031358,             0.00031358,             0.00031358
                    148,                0.37255,                 0.4183,                0.90317,                0.93024,                   0.84,                0.93049,                 0.8871,                 0.3299,                0.47635,                0.84036,             0.00030808,             0.00030808,             0.00030808
                    149,                0.35661,                0.40435,                0.90151,                0.84967,                0.85755,                0.91707,                 0.8881,                0.32373,                0.68767,                0.84634,             0.00030258,             0.00030258,             0.00030258
                    150,                 0.3645,                  0.419,                0.90145,                0.95142,                   0.86,                0.95839,                0.91733,                0.32972,                0.43023,                0.83742,             0.00029708,             0.00029708,             0.00029708
                    151,                0.35502,                 0.4098,                 0.8996,                0.93306,                0.86249,                0.93708,                 0.8951,                0.32826,                0.49117,                 0.8475,             0.00029158,             0.00029158,             0.00029158
                    152,                0.35787,                0.40011,                0.90661,                0.89114,                0.83694,                 0.9218,                0.87878,                0.36679,                0.55196,                0.88436,             0.00028608,             0.00028608,             0.00028608
                    153,                0.36037,                 0.4087,                0.89989,                0.93197,                0.85727,                0.91567,                0.88533,                0.33065,                0.55015,                0.84686,             0.00028058,             0.00028058,             0.00028058
                    154,                0.35319,                 0.4124,                0.90349,                0.90588,                 0.8401,                0.94018,                 0.8978,                0.33298,                0.50791,                0.83831,             0.00027508,             0.00027508,             0.00027508
                    155,                0.35591,                0.39358,                 0.8998,                0.94669,                0.89979,                0.97406,                0.93204,                 0.3451,                0.35821,                0.83251,             0.00026958,             0.00026958,             0.00026958
                    156,                0.34758,                 0.3992,                0.90281,                0.93827,                0.88646,                0.94188,                0.88596,                0.34412,                0.46443,                0.83694,             0.00026408,             0.00026408,             0.00026408
                    157,                0.35781,                0.40172,                0.89888,                0.94554,                0.87131,                0.95772,                0.91845,                0.34431,                0.46704,                0.83748,             0.00025859,             0.00025859,             0.00025859
                    158,                 0.3444,                0.39106,                0.89441,                0.95399,                0.86687,                0.96251,                 0.9169,                0.33633,                0.46897,                0.83944,             0.00025309,             0.00025309,             0.00025309
